lot_id,wafer_id,tool_id,slot,point_id,radius_mm,angle_deg,cd_nm,defect_count,measured_at
LOT-010,LOT-010-W01,PHOTO_A,3,31,120.0,180.0,44.578,2,2026-07-23 15:00:00
LOT-008,LOT-008-W02,PHOTO_B,6,10,45.0,270.0,45.382,1,2026-07-23 00:00:00
LOT-003,LOT-003-W05,PHOTO_C,15,6,45.0,150.0,,5,2026-07-21 11:00:00
LOT-009,LOT-009-W02,PHOTO_C,6,8,45.0,210.0,44.695,2,2026-07-23 08:00:00
LOT-003,LOT-003-W02,PHOTO_C,6,43,142.0,180.0,45.436,0,2026-07-21 08:00:00
LOT-010,LOT-010-W01,PHOTO_A,3,14,85.0,30.0,45.548,0,2026-07-23 15:00:00
LOT-007,LOT-007-W01,PHOTO_A,3,32,120.0,210.0,44.362,1,2026-07-22 15:00:00
LOT-012,LOT-012-W01,PHOTO_C,3,37,142.0,0.0,40.699,8,2026-07-24 07:00:00
LOT-008,LOT-008-W03,PHOTO_B,9,20,85.0,210.0,45.261,1,2026-07-23 01:00:00
LOT-003,LOT-003-W03,PHOTO_C,9,15,85.0,60.0,44.121,2,2026-07-21 09:00:00
LOT-002,LOT-002-W01,PHOTO_B,3,5,45.0,120.0,45.145,0,2026-07-20 23:00:00
LOT-007,LOT-007-W04,PHOTO_A,12,8,45.0,210.0,45.174,2,2026-07-22 18:00:00
LOT-002,LOT-002-W02,PHOTO_B,6,14,85.0,30.0,46.842,2,2026-07-21 00:00:00
LOT-005,LOT-005-W04,PHOTO_B,12,33,120.0,240.0,45.304,2,2026-07-22 02:00:00
LOT-001,LOT-001-W03,PHOTO_A,9,14,85.0,30.0,44.213,1,2026-07-20 17:00:00
LOT-011,LOT-011-W02,PHOTO_B,6,32,120.0,210.0,44.945,1,2026-07-24 00:00:00
LOT-012,LOT-012-W03,PHOTO_C,9,33,120.0,240.0,41.784,11,2026-07-24 09:00:00
LOT-009,LOT-009-W05,PHOTO_C,15,7,45.0,180.0,44.7,1,2026-07-23 11:00:00
LOT-003,LOT-003-W03,PHOTO_C,9,25,120.0,0.0,44.057,2,2026-07-21 09:00:00
LOT-010,LOT-010-W04,PHOTO_A,12,3,45.0,60.0,44.126,1,2026-07-23 18:00:00
LOT-011,LOT-011-W04,PHOTO_B,12,27,120.0,60.0,45.417,0,2026-07-24 02:00:00
LOT-008,LOT-008-W03,PHOTO_B,9,45,142.0,240.0,45.245,3,2026-07-23 01:00:00
LOT-003,LOT-003-W01,PHOTO_C,3,4,45.0,90.0,45.252,3,2026-07-21 07:00:00
LOT-009,LOT-009-W04,PHOTO_C,12,11,45.0,300.0,44.446,4,2026-07-23 10:00:00
LOT-004,LOT-004-W02,PHOTO_A,6,33,120.0,240.0,44.408,2,2026-07-21 16:00:00
LOT-007,LOT-007-W01,PHOTO_A,3,38,142.0,30.0,44.796,3,2026-07-22 15:00:00
LOT-008,LOT-008-W05,PHOTO_B,15,25,120.0,0.0,45.688,3,2026-07-23 03:00:00
LOT-004,LOT-004-W02,PHOTO_A,6,21,85.0,240.0,45.086,1,2026-07-21 16:00:00
LOT-009,LOT-009-W01,PHOTO_C,3,29,120.0,120.0,41.329,11,2026-07-23 07:00:00
LOT-012,LOT-012-W05,PHOTO_C,15,14,85.0,30.0,45.295,1,2026-07-24 11:00:00
LOT-011,LOT-011-W03,PHOTO_B,9,21,85.0,240.0,45.453,1,2026-07-24 01:00:00
LOT-005,LOT-005-W04,PHOTO_B,12,47,142.0,300.0,46.424,3,2026-07-22 02:00:00
LOT-007,LOT-007-W05,PHOTO_A,15,6,45.0,150.0,44.654,3,2026-07-22 19:00:00
LOT-005,LOT-005-W02,PHOTO_B,6,22,85.0,270.0,45.631,2,2026-07-22 00:00:00
LOT-006,LOT-006-W05,PHOTO_C,15,14,85.0,30.0,,0,2026-07-22 11:00:00
LOT-009,LOT-009-W03,PHOTO_C,9,43,142.0,180.0,41.142,9,2026-07-23 09:00:00
LOT-005,LOT-005-W05,PHOTO_B,15,19,85.0,180.0,45.128,6,2026-07-22 03:00:00
LOT-006,LOT-006-W04,PHOTO_C,12,42,142.0,150.0,40.772,7,2026-07-22 10:00:00
LOT-011,LOT-011-W05,PHOTO_B,15,12,45.0,330.0,45.768,0,2026-07-24 03:00:00
LOT-003,LOT-003-W01,PHOTO_C,3,35,120.0,300.0,43.806,3,2026-07-21 07:00:00
LOT-005,LOT-005-W03,PHOTO_B,9,6,45.0,150.0,45.61,4,2026-07-22 01:00:00
LOT-011,LOT-011-W01,PHOTO_B,3,43,142.0,180.0,44.647,1,2026-07-23 23:00:00
LOT-006,LOT-006-W05,PHOTO_C,15,44,142.0,210.0,42.072,6,2026-07-22 11:00:00
LOT-008,LOT-008-W05,PHOTO_B,15,2,45.0,30.0,,2,2026-07-23 03:00:00
LOT-001,LOT-001-W04,PHOTO_A,12,34,120.0,270.0,44.077,0,2026-07-20 18:00:00
LOT-007,LOT-007-W05,PHOTO_A,15,41,142.0,120.0,,2,2026-07-22 19:00:00
LOT-006,LOT-006-W04,PHOTO_C,12,32,120.0,210.0,41.355,10,2026-07-22 10:00:00
LOT-005,LOT-005-W03,PHOTO_B,9,15,85.0,60.0,44.895,1,2026-07-22 01:00:00
LOT-003,LOT-003-W04,PHOTO_C,12,26,120.0,30.0,44.742,2,2026-07-21 10:00:00
LOT-008,LOT-008-W02,PHOTO_B,6,34,120.0,270.0,45.74,1,2026-07-23 00:00:00
LOT-011,LOT-011-W04,PHOTO_B,12,34,120.0,270.0,45.304,2,2026-07-24 02:00:00
LOT-004,LOT-004-W04,PHOTO_A,12,42,142.0,150.0,45.118,0,2026-07-21 18:00:00
LOT-003,LOT-003-W01,PHOTO_C,3,47,142.0,300.0,43.76,0,2026-07-21 07:00:00
LOT-006,LOT-006-W04,PHOTO_C,12,17,85.0,120.0,43.948,1,2026-07-22 10:00:00
LOT-009,LOT-009-W02,PHOTO_C,6,48,142.0,330.0,41.539,4,2026-07-23 08:00:00
LOT-008,LOT-008-W04,PHOTO_B,12,29,120.0,120.0,45.692,1,2026-07-23 02:00:00
LOT-004,LOT-004-W03,PHOTO_A,9,1,45.0,0.0,44.156,2,2026-07-21 17:00:00
LOT-012,LOT-012-W02,PHOTO_C,6,0,0.0,0.0,44.323,3,2026-07-24 08:00:00
LOT-002,LOT-002-W01,PHOTO_B,3,44,142.0,210.0,45.657,0,2026-07-20 23:00:00
LOT-012,LOT-012-W02,PHOTO_C,6,4,45.0,90.0,44.392,0,2026-07-24 08:00:00
LOT-003,LOT-003-W03,PHOTO_C,9,13,85.0,0.0,44.121,0,2026-07-21 09:00:00
LOT-008,LOT-008-W05,PHOTO_B,15,35,120.0,300.0,45.935,3,2026-07-23 03:00:00
LOT-012,LOT-012-W05,PHOTO_C,15,41,142.0,120.0,40.807,9,2026-07-24 11:00:00
LOT-001,LOT-001-W01,PHOTO_A,3,42,142.0,150.0,44.011,0,2026-07-20 15:00:00
LOT-004,LOT-004-W01,PHOTO_A,3,48,142.0,330.0,44.675,0,2026-07-21 15:00:00
LOT-002,LOT-002-W02,PHOTO_B,6,32,120.0,210.0,45.24,3,2026-07-21 00:00:00
LOT-005,LOT-005-W01,PHOTO_B,3,30,120.0,150.0,44.836,1,2026-07-21 23:00:00
LOT-008,LOT-008-W05,PHOTO_B,15,11,45.0,300.0,45.641,2,2026-07-23 03:00:00
LOT-007,LOT-007-W01,PHOTO_A,3,30,120.0,150.0,44.247,2,2026-07-22 15:00:00
LOT-006,LOT-006-W04,PHOTO_C,12,43,142.0,180.0,41.36,4,2026-07-22 10:00:00
LOT-006,LOT-006-W03,PHOTO_C,9,28,120.0,90.0,40.41,3,2026-07-22 09:00:00
LOT-012,LOT-012-W01,PHOTO_C,3,15,85.0,60.0,45.056,2,2026-07-24 07:00:00
LOT-002,LOT-002-W01,PHOTO_B,3,10,45.0,270.0,45.123,0,2026-07-20 23:00:00
LOT-003,LOT-003-W02,PHOTO_C,6,16,85.0,90.0,45.376,2,2026-07-21 08:00:00
LOT-012,LOT-012-W01,PHOTO_C,3,10,45.0,270.0,43.729,0,2026-07-24 07:00:00
LOT-011,LOT-011-W05,PHOTO_B,15,30,120.0,150.0,44.318,3,2026-07-24 03:00:00
LOT-003,LOT-003-W04,PHOTO_C,12,5,45.0,120.0,43.951,2,2026-07-21 10:00:00
LOT-009,LOT-009-W04,PHOTO_C,12,7,45.0,180.0,45.189,1,2026-07-23 10:00:00
LOT-002,LOT-002-W03,PHOTO_B,9,4,45.0,90.0,45.38,4,2026-07-21 01:00:00
LOT-012,LOT-012-W01,PHOTO_C,3,16,85.0,90.0,44.147,0,2026-07-24 07:00:00
LOT-012,LOT-012-W01,PHOTO_C,3,30,120.0,150.0,42.088,5,2026-07-24 07:00:00
LOT-011,LOT-011-W04,PHOTO_B,12,13,85.0,0.0,45.83,3,2026-07-24 02:00:00
LOT-007,LOT-007-W05,PHOTO_A,15,14,85.0,30.0,,2,2026-07-22 19:00:00
LOT-003,LOT-003-W02,PHOTO_C,6,29,120.0,120.0,45.924,0,2026-07-21 08:00:00
LOT-005,LOT-005-W01,PHOTO_B,3,37,142.0,0.0,44.158,2,2026-07-21 23:00:00
LOT-003,LOT-003-W02,PHOTO_C,6,22,85.0,270.0,46.103,2,2026-07-21 08:00:00
LOT-004,LOT-004-W03,PHOTO_A,9,7,45.0,180.0,45.267,3,2026-07-21 17:00:00
LOT-007,LOT-007-W05,PHOTO_A,15,4,45.0,90.0,,1,2026-07-22 19:00:00
LOT-001,LOT-001-W04,PHOTO_A,12,7,45.0,180.0,44.228,2,2026-07-20 18:00:00
LOT-001,LOT-001-W01,PHOTO_A,3,32,120.0,210.0,43.508,2,2026-07-20 15:00:00
LOT-006,LOT-006-W03,PHOTO_C,9,18,85.0,150.0,44.844,3,2026-07-22 09:00:00
LOT-011,LOT-011-W02,PHOTO_B,6,4,45.0,90.0,44.9,3,2026-07-24 00:00:00
LOT-005,LOT-005-W05,PHOTO_B,15,5,45.0,120.0,,5,2026-07-22 03:00:00
LOT-008,LOT-008-W04,PHOTO_B,12,39,142.0,60.0,44.828,1,2026-07-23 02:00:00
LOT-001,LOT-001-W05,PHOTO_A,15,16,85.0,90.0,,1,2026-07-20 19:00:00
LOT-004,LOT-004-W05,PHOTO_A,15,12,45.0,330.0,45.326,0,2026-07-21 19:00:00
LOT-004,LOT-004-W05,PHOTO_A,15,18,85.0,150.0,44.668,0,2026-07-21 19:00:00
LOT-003,LOT-003-W03,PHOTO_C,9,29,120.0,120.0,44.037,3,2026-07-21 09:00:00
LOT-004,LOT-004-W05,PHOTO_A,15,42,142.0,150.0,0.044174,0,2026-07-21 19:00:00
LOT-010,LOT-010-W05,PHOTO_A,15,27,120.0,60.0,44.515,2,2026-07-23 19:00:00
LOT-003,LOT-003-W04,PHOTO_C,12,8,45.0,210.0,44.55,1,2026-07-21 10:00:00
LOT-009,LOT-009-W02,PHOTO_C,6,11,45.0,300.0,44.582,0,2026-07-23 08:00:00
LOT-012,LOT-012-W02,PHOTO_C,6,33,120.0,240.0,40.464,3,2026-07-24 08:00:00
LOT-004,LOT-004-W03,PHOTO_A,9,3,45.0,60.0,46.681,1,2026-07-21 17:00:00
LOT-007,LOT-007-W04,PHOTO_A,12,39,142.0,60.0,44.481,2,2026-07-22 18:00:00
LOT-009,LOT-009-W03,PHOTO_C,9,44,142.0,210.0,40.745,7,2026-07-23 09:00:00
LOT-011,LOT-011-W01,PHOTO_B,3,26,120.0,30.0,45.087,1,2026-07-23 23:00:00
LOT-009,LOT-009-W01,PHOTO_C,3,48,142.0,330.0,40.63,3,2026-07-23 07:00:00
LOT-006,LOT-006-W03,PHOTO_C,9,47,142.0,300.0,40.581,5,2026-07-22 09:00:00
LOT-005,LOT-005-W01,PHOTO_B,3,5,45.0,120.0,45.026,2,2026-07-21 23:00:00
LOT-004,LOT-004-W04,PHOTO_A,12,48,142.0,330.0,44.453,3,2026-07-21 18:00:00
LOT-006,LOT-006-W03,PHOTO_C,9,24,85.0,330.0,45.086,2,2026-07-22 09:00:00
LOT-010,LOT-010-W05,PHOTO_A,15,4,45.0,90.0,44.625,3,2026-07-23 19:00:00
LOT-011,LOT-011-W03,PHOTO_B,9,33,120.0,240.0,45.77,2,2026-07-24 01:00:00
LOT-010,LOT-010-W03,PHOTO_A,9,26,120.0,30.0,44.41,3,2026-07-23 17:00:00
LOT-006,LOT-006-W05,PHOTO_C,15,11,45.0,300.0,44.218,3,2026-07-22 11:00:00
LOT-003,LOT-003-W04,PHOTO_C,12,4,45.0,90.0,44.107,1,2026-07-21 10:00:00
LOT-004,LOT-004-W05,PHOTO_A,15,10,45.0,270.0,44.37,1,2026-07-21 19:00:00
LOT-002,LOT-002-W04,PHOTO_B,12,19,85.0,180.0,45.208,4,2026-07-21 02:00:00
LOT-004,LOT-004-W03,PHOTO_A,9,42,142.0,150.0,44.521,1,2026-07-21 17:00:00
LOT-001,LOT-001-W02,PHOTO_A,6,1,45.0,0.0,44.611,1,2026-07-20 16:00:00
LOT-010,LOT-010-W05,PHOTO_A,15,18,85.0,150.0,45.546,4,2026-07-23 19:00:00
LOT-006,LOT-006-W04,PHOTO_C,12,29,120.0,120.0,41.421,13,2026-07-22 10:00:00
LOT-002,LOT-002-W01,PHOTO_B,3,25,120.0,0.0,0.046248,3,2026-07-20 23:00:00
LOT-007,LOT-007-W03,PHOTO_A,9,42,142.0,150.0,43.886,1,2026-07-22 17:00:00
LOT-002,LOT-002-W03,PHOTO_B,9,34,120.0,270.0,45.684,0,2026-07-21 01:00:00
LOT-008,LOT-008-W02,PHOTO_B,6,14,85.0,30.0,44.908,2,2026-07-23 00:00:00
LOT-002,LOT-002-W04,PHOTO_B,12,35,120.0,300.0,44.851,3,2026-07-21 02:00:00
LOT-009,LOT-009-W05,PHOTO_C,15,13,85.0,0.0,,1,2026-07-23 11:00:00
LOT-001,LOT-001-W04,PHOTO_A,12,40,142.0,90.0,43.972,1,2026-07-20 18:00:00
LOT-006,LOT-006-W05,PHOTO_C,15,35,120.0,300.0,,7,2026-07-22 11:00:00
LOT-005,LOT-005-W05,PHOTO_B,15,8,45.0,210.0,46.133,2,2026-07-22 03:00:00
LOT-003,LOT-003-W05,PHOTO_C,15,23,85.0,300.0,0.043965,3,2026-07-21 11:00:00
LOT-001,LOT-001-W04,PHOTO_A,12,30,120.0,150.0,44.695,4,2026-07-20 18:00:00
LOT-005,LOT-005-W01,PHOTO_B,3,12,45.0,330.0,45.687,2,2026-07-21 23:00:00
LOT-008,LOT-008-W03,PHOTO_B,9,3,45.0,60.0,44.983,0,2026-07-23 01:00:00
LOT-003,LOT-003-W05,PHOTO_C,15,29,120.0,120.0,45.16,2,2026-07-21 11:00:00
LOT-005,LOT-005-W04,PHOTO_B,12,23,85.0,300.0,44.84,2,2026-07-22 02:00:00
LOT-004,LOT-004-W02,PHOTO_A,6,40,142.0,90.0,43.976,0,2026-07-21 16:00:00
LOT-007,LOT-007-W02,PHOTO_A,6,28,120.0,90.0,45.438,1,2026-07-22 16:00:00
LOT-010,LOT-010-W03,PHOTO_A,9,32,120.0,210.0,43.856,3,2026-07-23 17:00:00
LOT-006,LOT-006-W01,PHOTO_C,3,36,120.0,330.0,41.645,13,2026-07-22 07:00:00
LOT-012,LOT-012-W03,PHOTO_C,9,22,85.0,270.0,44.636,1,2026-07-24 09:00:00
LOT-009,LOT-009-W05,PHOTO_C,15,33,120.0,240.0,40.91,11,2026-07-23 11:00:00
LOT-002,LOT-002-W02,PHOTO_B,6,15,85.0,60.0,46.107,0,2026-07-21 00:00:00
LOT-002,LOT-002-W03,PHOTO_B,9,26,120.0,30.0,44.641,1,2026-07-21 01:00:00
LOT-005,LOT-005-W05,PHOTO_B,15,1,45.0,0.0,46.376,2,2026-07-22 03:00:00
LOT-009,LOT-009-W02,PHOTO_C,6,36,120.0,330.0,41.456,10,2026-07-23 08:00:00
LOT-006,LOT-006-W01,PHOTO_C,3,38,142.0,30.0,42.8,8,2026-07-22 07:00:00
LOT-006,LOT-006-W04,PHOTO_C,12,34,120.0,270.0,42.117,7,2026-07-22 10:00:00
LOT-008,LOT-008-W04,PHOTO_B,12,42,142.0,150.0,44.452,2,2026-07-23 02:00:00
LOT-008,LOT-008-W04,PHOTO_B,12,35,120.0,300.0,44.917,3,2026-07-23 02:00:00
LOT-011,LOT-011-W04,PHOTO_B,12,16,85.0,90.0,45.607,0,2026-07-24 02:00:00
LOT-011,LOT-011-W02,PHOTO_B,6,43,142.0,180.0,44.519,1,2026-07-24 00:00:00
LOT-011,LOT-011-W05,PHOTO_B,15,21,85.0,240.0,,0,2026-07-24 03:00:00
LOT-012,LOT-012-W05,PHOTO_C,15,44,142.0,210.0,40.098,8,2026-07-24 11:00:00
LOT-011,LOT-011-W03,PHOTO_B,9,39,142.0,60.0,45.795,1,2026-07-24 01:00:00
LOT-006,LOT-006-W03,PHOTO_C,9,13,85.0,0.0,45.5,0,2026-07-22 09:00:00
LOT-002,LOT-002-W05,PHOTO_B,15,40,142.0,90.0,45.814,1,2026-07-21 03:00:00
LOT-005,LOT-005-W01,PHOTO_B,3,20,85.0,210.0,0.044978,0,2026-07-21 23:00:00
LOT-005,LOT-005-W04,PHOTO_B,12,17,85.0,120.0,45.087,1,2026-07-22 02:00:00
LOT-007,LOT-007-W03,PHOTO_A,9,7,45.0,180.0,45.753,4,2026-07-22 17:00:00
LOT-010,LOT-010-W01,PHOTO_A,3,44,142.0,210.0,44.43,0,2026-07-23 15:00:00
LOT-003,LOT-003-W01,PHOTO_C,3,43,142.0,180.0,44.649,0,2026-07-21 07:00:00
LOT-012,LOT-012-W05,PHOTO_C,15,36,120.0,330.0,41.101,9,2026-07-24 11:00:00
LOT-009,LOT-009-W04,PHOTO_C,12,16,85.0,90.0,45.28,0,2026-07-23 10:00:00
LOT-011,LOT-011-W01,PHOTO_B,3,46,142.0,270.0,45.287,1,2026-07-23 23:00:00
LOT-002,LOT-002-W04,PHOTO_B,12,42,142.0,150.0,44.879,2,2026-07-21 02:00:00
LOT-012,LOT-012-W01,PHOTO_C,3,31,120.0,180.0,42.964,9,2026-07-24 07:00:00
LOT-002,LOT-002-W05,PHOTO_B,15,8,45.0,210.0,46.243,2,2026-07-21 03:00:00
LOT-006,LOT-006-W02,PHOTO_C,6,19,85.0,180.0,44.007,3,2026-07-22 08:00:00
LOT-006,LOT-006-W04,PHOTO_C,12,19,85.0,180.0,44.391,1,2026-07-22 10:00:00
LOT-012,LOT-012-W02,PHOTO_C,6,1,45.0,0.0,44.694,0,2026-07-24 08:00:00
LOT-006,LOT-006-W01,PHOTO_C,3,44,142.0,210.0,43.01,8,2026-07-22 07:00:00
LOT-003,LOT-003-W01,PHOTO_C,3,24,85.0,330.0,44.206,4,2026-07-21 07:00:00
LOT-010,LOT-010-W04,PHOTO_A,12,33,120.0,240.0,44.713,1,2026-07-23 18:00:00
LOT-003,LOT-003-W01,PHOTO_C,3,48,142.0,330.0,44.107,0,2026-07-21 07:00:00
LOT-005,LOT-005-W01,PHOTO_B,3,7,45.0,180.0,45.262,1,2026-07-21 23:00:00
LOT-001,LOT-001-W05,PHOTO_A,15,13,85.0,0.0,44.549,3,2026-07-20 19:00:00
LOT-010,LOT-010-W04,PHOTO_A,12,39,142.0,60.0,44.427,2,2026-07-23 18:00:00
LOT-006,LOT-006-W05,PHOTO_C,15,38,142.0,30.0,41.199,6,2026-07-22 11:00:00
LOT-011,LOT-011-W02,PHOTO_B,6,35,120.0,300.0,44.507,1,2026-07-24 00:00:00
LOT-007,LOT-007-W02,PHOTO_A,6,38,142.0,30.0,43.94,2,2026-07-22 16:00:00
LOT-011,LOT-011-W03,PHOTO_B,9,45,142.0,240.0,44.721,2,2026-07-24 01:00:00
LOT-006,LOT-006-W03,PHOTO_C,9,43,142.0,180.0,40.513,8,2026-07-22 09:00:00
LOT-008,LOT-008-W04,PHOTO_B,12,37,142.0,0.0,45.188,2,2026-07-23 02:00:00
LOT-011,LOT-011-W01,PHOTO_B,3,20,85.0,210.0,45.722,0,2026-07-23 23:00:00
LOT-012,LOT-012-W05,PHOTO_C,15,8,45.0,210.0,44.304,0,2026-07-24 11:00:00
LOT-002,LOT-002-W02,PHOTO_B,6,1,45.0,0.0,45.752,1,2026-07-21 00:00:00
LOT-004,LOT-004-W02,PHOTO_A,6,34,120.0,270.0,43.694,0,2026-07-21 16:00:00
LOT-008,LOT-008-W04,PHOTO_B,12,9,45.0,240.0,45.443,1,2026-07-23 02:00:00
LOT-007,LOT-007-W05,PHOTO_A,15,43,142.0,180.0,,3,2026-07-22 19:00:00
LOT-002,LOT-002-W03,PHOTO_B,9,27,120.0,60.0,44.42,2,2026-07-21 01:00:00
LOT-003,LOT-003-W04,PHOTO_C,12,45,142.0,240.0,45.065,4,2026-07-21 10:00:00
LOT-006,LOT-006-W02,PHOTO_C,6,8,45.0,210.0,44.917,3,2026-07-22 08:00:00
LOT-011,LOT-011-W02,PHOTO_B,6,36,120.0,330.0,44.984,0,2026-07-24 00:00:00
LOT-012,LOT-012-W05,PHOTO_C,15,30,120.0,150.0,41.212,8,2026-07-24 11:00:00
LOT-012,LOT-012-W03,PHOTO_C,9,41,142.0,120.0,40.776,8,2026-07-24 09:00:00
LOT-001,LOT-001-W01,PHOTO_A,3,4,45.0,90.0,46.451,0,2026-07-20 15:00:00
LOT-012,LOT-012-W02,PHOTO_C,6,35,120.0,300.0,42.079,11,2026-07-24 08:00:00
LOT-004,LOT-004-W05,PHOTO_A,15,28,120.0,90.0,,1,2026-07-21 19:00:00
LOT-008,LOT-008-W05,PHOTO_B,15,39,142.0,60.0,45.149,4,2026-07-23 03:00:00
LOT-001,LOT-001-W05,PHOTO_A,15,31,120.0,180.0,45.181,5,2026-07-20 19:00:00
LOT-001,LOT-001-W02,PHOTO_A,6,19,85.0,180.0,44.144,0,2026-07-20 16:00:00
LOT-007,LOT-007-W01,PHOTO_A,3,47,142.0,300.0,0.044189,0,2026-07-22 15:00:00
LOT-010,LOT-010-W04,PHOTO_A,12,38,142.0,30.0,45.124,0,2026-07-23 18:00:00
LOT-010,LOT-010-W05,PHOTO_A,15,48,142.0,330.0,43.96,1,2026-07-23 19:00:00
LOT-002,LOT-002-W02,PHOTO_B,6,0,0.0,0.0,45.291,0,2026-07-21 00:00:00
LOT-002,LOT-002-W02,PHOTO_B,6,26,120.0,30.0,44.876,2,2026-07-21 00:00:00
LOT-012,LOT-012-W02,PHOTO_C,6,38,142.0,30.0,40.897,8,2026-07-24 08:00:00
LOT-010,LOT-010-W03,PHOTO_A,9,12,45.0,330.0,44.11,0,2026-07-23 17:00:00
LOT-009,LOT-009-W03,PHOTO_C,9,40,142.0,90.0,41.555,3,2026-07-23 09:00:00
LOT-005,LOT-005-W02,PHOTO_B,6,0,0.0,0.0,45.443,1,2026-07-22 00:00:00
LOT-007,LOT-007-W02,PHOTO_A,6,16,85.0,90.0,0.044935,0,2026-07-22 16:00:00
LOT-007,LOT-007-W03,PHOTO_A,9,45,142.0,240.0,44.372,3,2026-07-22 17:00:00
LOT-012,LOT-012-W05,PHOTO_C,15,21,85.0,240.0,43.886,1,2026-07-24 11:00:00
LOT-004,LOT-004-W03,PHOTO_A,9,8,45.0,210.0,43.379,5,2026-07-21 17:00:00
LOT-004,LOT-004-W05,PHOTO_A,15,16,85.0,90.0,44.455,1,2026-07-21 19:00:00
LOT-004,LOT-004-W02,PHOTO_A,6,30,120.0,150.0,44.345,1,2026-07-21 16:00:00
LOT-006,LOT-006-W04,PHOTO_C,12,31,120.0,180.0,41.329,10,2026-07-22 10:00:00
LOT-009,LOT-009-W01,PHOTO_C,3,26,120.0,30.0,42.146,6,2026-07-23 07:00:00
LOT-008,LOT-008-W03,PHOTO_B,9,24,85.0,330.0,45.227,0,2026-07-23 01:00:00
LOT-001,LOT-001-W01,PHOTO_A,3,1,45.0,0.0,45.291,0,2026-07-20 15:00:00
LOT-004,LOT-004-W05,PHOTO_A,15,48,142.0,330.0,45.313,2,2026-07-21 19:00:00
LOT-006,LOT-006-W05,PHOTO_C,15,22,85.0,270.0,43.833,1,2026-07-22 11:00:00
LOT-002,LOT-002-W02,PHOTO_B,6,9,45.0,240.0,45.613,2,2026-07-21 00:00:00
LOT-004,LOT-004-W02,PHOTO_A,6,32,120.0,210.0,44.376,0,2026-07-21 16:00:00
LOT-001,LOT-001-W01,PHOTO_A,3,2,45.0,30.0,45.002,0,2026-07-20 15:00:00
LOT-002,LOT-002-W05,PHOTO_B,15,1,45.0,0.0,46.261,1,2026-07-21 03:00:00
LOT-007,LOT-007-W01,PHOTO_A,3,14,85.0,30.0,44.09,0,2026-07-22 15:00:00
LOT-002,LOT-002-W02,PHOTO_B,6,27,120.0,60.0,44.499,1,2026-07-21 00:00:00
LOT-004,LOT-004-W04,PHOTO_A,12,45,142.0,240.0,45.685,1,2026-07-21 18:00:00
LOT-003,LOT-003-W02,PHOTO_C,6,21,85.0,240.0,44.712,1,2026-07-21 08:00:00
LOT-007,LOT-007-W02,PHOTO_A,6,21,85.0,240.0,44.254,1,2026-07-22 16:00:00
LOT-001,LOT-001-W05,PHOTO_A,15,35,120.0,300.0,,0,2026-07-20 19:00:00
LOT-010,LOT-010-W05,PHOTO_A,15,32,120.0,210.0,44.309,0,2026-07-23 19:00:00
LOT-004,LOT-004-W03,PHOTO_A,9,39,142.0,60.0,45.695,1,2026-07-21 17:00:00
LOT-008,LOT-008-W01,PHOTO_B,3,38,142.0,30.0,44.985,1,2026-07-22 23:00:00
LOT-007,LOT-007-W04,PHOTO_A,12,38,142.0,30.0,43.863,0,2026-07-22 18:00:00
LOT-003,LOT-003-W03,PHOTO_C,9,12,45.0,330.0,45.147,2,2026-07-21 09:00:00
LOT-005,LOT-005-W05,PHOTO_B,15,16,85.0,90.0,45.009,4,2026-07-22 03:00:00
LOT-005,LOT-005-W02,PHOTO_B,6,21,85.0,240.0,45.352,1,2026-07-22 00:00:00
LOT-009,LOT-009-W03,PHOTO_C,9,21,85.0,240.0,45.192,2,2026-07-23 09:00:00
LOT-005,LOT-005-W04,PHOTO_B,12,46,142.0,270.0,44.943,3,2026-07-22 02:00:00
LOT-011,LOT-011-W04,PHOTO_B,12,30,120.0,150.0,45.72,3,2026-07-24 02:00:00
LOT-002,LOT-002-W05,PHOTO_B,15,17,85.0,120.0,46.482,1,2026-07-21 03:00:00
LOT-002,LOT-002-W03,PHOTO_B,9,46,142.0,270.0,45.448,2,2026-07-21 01:00:00
LOT-005,LOT-005-W02,PHOTO_B,6,5,45.0,120.0,45.302,2,2026-07-22 00:00:00
LOT-011,LOT-011-W05,PHOTO_B,15,48,142.0,330.0,44.124,2,2026-07-24 03:00:00
LOT-010,LOT-010-W02,PHOTO_A,6,17,85.0,120.0,43.922,1,2026-07-23 16:00:00
LOT-002,LOT-002-W04,PHOTO_B,12,45,142.0,240.0,46.091,1,2026-07-21 02:00:00
LOT-001,LOT-001-W01,PHOTO_A,3,28,120.0,90.0,44.252,1,2026-07-20 15:00:00
LOT-010,LOT-010-W05,PHOTO_A,15,10,45.0,270.0,44.778,3,2026-07-23 19:00:00
LOT-012,LOT-012-W03,PHOTO_C,9,13,85.0,0.0,44.615,2,2026-07-24 09:00:00
LOT-010,LOT-010-W04,PHOTO_A,12,35,120.0,300.0,44.575,5,2026-07-23 18:00:00
LOT-010,LOT-010-W05,PHOTO_A,15,5,45.0,120.0,45.164,2,2026-07-23 19:00:00
LOT-010,LOT-010-W01,PHOTO_A,3,45,142.0,240.0,45.345,2,2026-07-23 15:00:00
LOT-004,LOT-004-W05,PHOTO_A,15,43,142.0,180.0,,2,2026-07-21 19:00:00
LOT-004,LOT-004-W05,PHOTO_A,15,7,45.0,180.0,43.142,2,2026-07-21 19:00:00
