sample_id,lot_id,tool_id,sequence,dose,focus_nm,pr_thickness_nm,peb_temp_c,field_x,field_y,cd_nm,cdu_3sigma_nm,ler_nm,defect_probability,spec_pass
S00406,L0020,T01,406,104.805569,-0.038962,94.543188,105.217558,0.246998,0.854822,52.334883,3.134554,5.962715,0.311223,PASS
S00196,L0009,T01,196,92.239884,-0.06574,95.202203,109.535866,-0.317173,0.090016,45.809511,3.428448,1.568054,0.142206,FAIL
S00215,L0010,T03,215,93.461028,-0.099207,94.813675,108.407917,-0.071403,0.27017,49.323384,3.268006,1.865204,0.05079,FAIL
S00317,L0015,T02,317,90.923814,0.121011,98.062262,109.345033,-0.198607,-0.812893,47.888677,4.479226,1.539997,0.117461,FAIL
S00472,L0023,T01,472,92.444469,,87.626542,110.604239,-0.27933,0.209654,48.446939,4.512909,1.248537,0.104641,FAIL
S00777,L0038,T03,777,95.708707,0.076037,96.629151,109.434024,-0.027516,-0.356158,50.465576,3.196178,1.510721,0.039637,PASS
S00505,L0025,T02,505,97.21441,0.118916,86.784086,,0.188204,0.579649,47.949354,3.984612,4.689776,0.32531,FAIL
S00212,L0010,T01,212,106.448295,-0.059786,96.992593,112.76712,0.599792,-0.464046,53.541531,3.201411,3.028262,0.08721,FAIL
S00393,L0019,T01,393,104.735037,-0.143003,100.17398,108.405569,0.605213,0.407103,49.485792,4.513851,1.865114,0.141035,FAIL
S00538,L0026,T02,538,99.957511,-0.062873,92.555691,109.762687,-0.591465,0.115034,50.394678,2.610848,1.424037,0.022709,PASS
S00385,L0019,T03,385,99.023695,0.027267,94.625728,110.108583,0.681339,-0.941149,52.423163,2.797146,1.053322,0.021919,PASS
S00723,L0036,T03,723,99.751084,0.010664,96.026861,110.383713,0.093699,0.06816,51.292234,1.667682,1.317823,0.009292,PASS
S00339,L0016,T02,339,98.916648,-0.00581,94.053391,111.298177,-0.179257,-0.264046,49.413775,1.668874,1.721106,0.011585,PASS
S00073,L0003,T01,73,91.863653,0.011818,93.034234,111.027757,0.359983,-0.270317,47.041624,1.884829,1.878718,0.015287,PASS
S00429,L0021,T02,429,96.996858,0.001431,96.166941,112.015513,-0.982163,,50.830516,2.574196,2.360854,0.036272,PASS
S00109,L0005,T01,109,98.668465,-0.042982,92.231606,110.519665,-0.722244,-0.575409,49.718374,2.819605,1.25761,0.024949,PASS
S00220,L0011,T02,220,101.460393,,98.174653,112.961892,-0.832588,-0.707462,53.508598,4.276768,3.002733,0.198705,FAIL
S00069,L0003,T02,69,99.904676,0.029036,94.909944,109.092717,0.680676,0.239379,51.955342,2.50022,1.403149,0.020371,PASS
S00587,L0029,T03,587,102.320224,-0.023539,88.103323,112.301114,0.462745,0.169796,50.775518,2.109854,2.224408,0.022473,PASS
S00464,L0023,T02,464,89.597452,-0.05777,95.595446,108.945489,-0.824476,-0.776016,48.249246,3.649821,1.879893,0.070685,FAIL
S00748,L0037,T01,748,91.468712,0.005003,93.638154,108.376631,0.540602,-0.410675,46.840564,2.286764,2.188211,0.025746,FAIL
S00797,L0039,T01,797,,0.012857,101.880916,110.761037,-0.861979,-0.782258,50.633796,2.60994,1.078792,0.018841,PASS
S00091,L0004,T01,91,107.427357,-0.160231,88.067854,112.428941,-0.066941,-0.780821,53.131533,4.703168,2.602284,0.226025,FAIL
S00390,L0019,T01,390,103.898313,0.088609,91.124877,112.652162,-0.042904,-0.40203,50.252242,3.266381,2.805148,0.08223,FAIL
S00773,L0038,T02,773,101.00517,0.058114,103.454354,110.452988,-0.441634,0.078607,50.499634,2.822273,1.235692,0.024715,PASS
S00252,L0012,T02,252,107.399875,0.019864,92.440227,105.789059,0.681677,0.201787,55.011187,2.065635,4.928584,0.089057,FAIL
S00647,L0032,T01,647,105.535736,0.026225,98.375329,108.725406,-0.425838,0.883971,51.736168,2.822824,1.717536,0.03199,PASS
S00706,L0035,T02,706,97.320649,-0.058215,93.341359,110.814684,-0.567455,-0.454379,48.341738,3.027664,1.689271,0.037652,PASS
S00203,L0010,T03,203,107.653137,0.062054,93.098886,111.118821,0.356241,-0.471946,53.124446,3.005925,1.549443,0.034308,FAIL
S00440,L0022,T01,440,92.267688,0.016578,99.397384,110.713734,0.140039,-0.88368,48.477938,2.518567,1.595654,0.022962,PASS
S00437,L0021,T01,437,94.599671,-0.029022,98.477448,108.927128,0.98351,0.574252,49.969022,3.230656,1.738027,0.046023,FAIL
S00241,L0012,T01,241,103.377746,0.089118,92.040822,113.183221,0.78611,0.72089,51.362112,4.472819,3.352136,0.263901,FAIL
S00415,L0020,T01,415,99.722807,-0.026621,94.62699,108.898326,-0.773069,0.885022,53.158362,3.092764,1.513387,0.036293,FAIL
S00368,L0018,T02,368,103.583446,-0.062042,90.449544,111.673857,,0.219983,54.323653,3.786494,1.875482,0.079027,FAIL
S00473,L0023,T01,473,102.294844,0.094382,90.015277,110.626112,0.792898,0.137485,51.259182,3.983137,1.58788,0.080406,FAIL
S00558,L0027,T03,558,105.9009,-0.008016,93.428979,113.25011,0.375635,0.412274,51.931083,1.767767,3.699579,0.036642,PASS
S00351,L0017,T01,351,101.368537,-0.064891,97.985287,113.255492,-0.010738,-0.982279,51.750512,3.285684,3.13418,0.098493,FAIL
S00328,L0016,T02,328,102.18376,0.047081,91.177534,108.636454,-0.790728,-0.63834,52.779417,2.962953,1.601687,0.03398,PASS
S00235,L0011,T01,235,99.382569,0.116133,97.773118,108.315439,0.906517,0.963955,52.547118,5.41211,1.942207,0.277702,FAIL
S00684,L0034,T01,684,112.353333,0.101569,99.63966,110.232394,0.872824,-0.604314,55.388441,4.235637,1.751364,0.107199,FAIL
S00394,L0019,T02,394,105.15176,0.079516,97.816408,108.120156,0.734964,0.003845,52.437837,3.810382,1.970621,0.08457,FAIL
S00201,L0010,T01,201,105.900548,0.095581,95.337028,108.252076,0.551945,0.095233,50.821124,3.356054,1.998088,0.058657,FAIL
S00251,L0012,T01,251,101.431804,-0.060035,97.148568,111.756104,0.41949,-0.992724,51.880121,3.404679,2.039599,0.062444,FAIL
S00724,L0036,T02,724,94.478789,-0.14779,98.458655,108.792789,0.652935,-0.579076,47.900901,4.45981,1.656825,0.122398,FAIL
S00356,L0017,T02,356,94.113995,0.004206,98.557054,108.889515,-0.811048,-0.610772,49.04673,2.710415,1.758605,0.029644,PASS
S00600,L0030,T02,600,101.199867,0.034627,93.179457,109.253968,-0.256021,-0.615779,51.888014,2.588206,1.44462,0.022509,PASS
S00374,L0018,T01,374,99.708931,0.120182,89.630837,114.957614,-0.101848,0.849193,48.617312,4.512513,6.019373,0.61702,FAIL
S00523,L0026,T03,523,,0.018739,91.719128,108.933953,0.870345,0.700485,52.159615,3.46128,1.347431,0.045705,FAIL
S00435,L0021,T01,435,102.627381,-0.009584,101.137009,105.42852,0.061051,-0.979795,49.793477,2.130319,5.2165,0.10826,PASS
S00389,L0019,T02,389,97.767999,0.085538,91.816843,109.025573,-0.351815,-0.628701,49.41911,3.230305,1.698824,0.045072,FAIL
S00066,L0003,T01,66,97.832517,-0.038217,103.371552,111.572569,0.719411,0.995713,53.010266,3.614116,1.800688,0.065871,FAIL
S00719,L0035,T01,719,97.725015,-0.039432,95.96055,110.37691,0.519508,0.533454,50.399267,2.928638,1.063213,0.024736,PASS
S00531,L0026,T01,531,101.126325,0.046315,95.757702,110.435806,0.758026,-0.165769,48.755076,3.463178,1.515546,0.049993,FAIL
S00571,L0028,T01,571,100.627061,-0.04742,93.256877,112.866113,0.172683,0.374701,49.861941,2.474679,3.034528,0.04748,PASS
S00507,L0025,T03,507,101.084469,-0.139171,90.207386,111.02672,-0.197413,0.783891,53.397542,4.893053,1.542941,0.162107,FAIL
S00573,L0028,T01,573,100.844726,0.027118,88.161243,107.447279,0.376121,-0.098029,50.767021,2.43135,2.251221,0.030219,PASS
S00414,L0020,T02,414,100.573076,0.00644,100.42698,108.222418,-0.100198,0.373651,48.550423,1.593477,1.674862,0.010564,PASS
S00736,L0036,T02,736,103.532975,0.058464,89.801675,110.478414,-0.376259,-0.768318,52.634121,3.023881,1.420576,0.03254,PASS
S00699,L0034,T01,699,93.445513,0.031599,102.277048,109.770589,-0.040452,-0.921386,46.496433,2.736335,1.629021,0.028296,FAIL
S00311,L0015,T01,311,99.361269,-0.01643,91.245562,105.827127,-0.722983,0.85059,52.526574,2.67789,4.812778,0.137303,PASS
S00530,L0026,T01,530,99.643384,-0.092085,97.745851,108.249857,0.848178,-0.696134,50.160891,4.491262,1.663792,0.125892,FAIL
S00244,L0012,T02,244,95.361365,-0.011866,92.705691,110.33472,-0.10599,-0.662689,49.099152,2.207782,1.489106,0.01648,PASS
S00242,L0012,T01,242,90.704107,0.050739,101.578737,111.437279,-0.794108,0.842625,49.684386,3.544473,1.837419,0.063305,FAIL
S00667,L0033,T01,667,101.370083,-0.092805,91.075084,114.880971,0.909467,-0.946443,52.113149,5.110092,6.380351,0.770878,FAIL
S00344,L0017,T01,344,105.689262,0.056758,100.519616,111.511962,-0.661808,-0.480746,52.052154,2.976607,1.637167,0.035039,PASS
S00105,L0005,T02,105,97.13097,-0.042885,97.319373,105.599059,-0.762012,0.126432,50.553968,2.691967,5.401458,0.182213,PASS
S00605,L0030,T01,605,101.245949,-0.100369,97.373934,111.091952,0.975015,-0.040076,51.872675,4.347367,1.353669,0.096403,FAIL
S00297,L0014,T01,297,102.652821,0.069064,96.434167,107.137542,0.365462,0.882525,50.964273,3.547738,2.932051,0.110131,FAIL
S00483,L0024,T03,483,98.709561,0.058076,102.190051,112.984213,-0.287186,0.511497,51.536082,3.156874,2.80821,0.075209,PASS
S00485,L0024,T01,485,,0.106828,95.147925,110.587044,-0.861913,-0.735688,50.891186,4.68751,1.457865,0.133032,FAIL
S00570,L0028,T03,570,99.797545,-0.083038,96.802631,,-0.320074,-0.813264,52.720869,3.809186,1.394899,0.063001,FAIL
S00614,L0030,T02,614,102.044739,0.028669,94.723114,,-0.722929,-0.661976,51.585445,2.641071,3.523231,0.07042,PASS
S00730,L0036,T03,730,103.529879,0.055396,92.554953,109.491461,0.651717,0.701055,53.829808,3.556415,1.126116,0.044156,FAIL
S00615,L0030,T02,615,99.582475,0.037489,98.221136,113.36069,0.963294,0.321633,52.240379,3.020824,3.522319,0.096304,PASS
S00407,L0020,T01,407,100.513494,0.034868,101.397544,113.269366,-0.220339,-0.921853,52.681813,3.051715,3.332016,0.089819,PASS
S00529,L0026,T01,529,98.537421,0.036856,101.970426,108.096149,-0.087844,-0.281444,47.825259,2.153007,1.742654,0.018007,PASS
S00077,L0003,T03,77,107.415962,-0.045363,98.75823,110.151945,-0.491548,-0.753477,54.205531,2.915965,1.395747,0.029228,FAIL
S00167,L0008,T03,167,93.911694,0.000768,87.349042,106.549941,0.321734,-0.519816,51.106051,1.500646,3.971368,0.033564,PASS
S00707,L0035,T01,707,103.437451,0.018775,102.025674,112.448739,-0.50569,0.254091,53.170247,1.966841,2.708617,0.025703,FAIL
S00177,L0008,T01,177,97.38526,-0.0428,91.523342,108.572341,-0.75752,0.484518,50.922498,3.038803,1.550257,0.035317,PASS
S00169,L0008,T01,169,100.323283,0.051227,95.516442,110.988258,0.424759,0.285801,48.630881,2.524216,1.24098,0.019065,PASS
S00312,L0015,T01,312,97.312366,0.060264,92.00658,108.897421,-0.140256,-0.844606,50.078655,3.398874,1.357228,0.043541,FAIL
S00291,L0014,T02,291,99.412508,-0.044443,92.490172,114.591825,-0.969781,0.696722,51.82053,3.759439,5.307255,0.356058,FAIL
S00338,L0016,T02,338,115.251411,0.058287,98.728591,109.054776,-0.173593,0.191683,55.523813,2.862562,1.833549,0.035221,FAIL
S00335,L0016,T01,335,97.868847,-0.162031,95.410341,109.658168,-0.992614,0.710991,53.216216,5.903791,1.243409,0.289521,FAIL
S00222,L0011,T02,222,97.391587,-0.001942,,108.870074,0.476217,0.949201,52.579853,2.652862,1.376073,0.022964,PASS
S00548,L0027,T02,548,101.785744,-0.014296,96.364744,109.441632,-0.560361,-0.713154,51.628704,3.002698,1.180049,0.028098,PASS
S00277,L0013,T03,277,99.221591,-0.04733,96.22116,110.53532,-0.366346,-0.579972,52.929012,3.001732,1.527466,0.033786,PASS
S00497,L0024,T03,497,106.446278,0.056973,95.248698,106.060786,-0.758174,0.893246,55.108639,3.783829,4.651052,0.282626,FAIL
S00657,L0032,T01,657,100.550624,-0.005162,93.324348,110.175095,0.103189,0.055238,49.293921,1.722003,1.029841,0.008336,PASS
S00413,L0020,T01,413,96.992329,0.045895,96.123718,112.923095,-0.485716,0.965079,50.410162,3.151939,3.147714,0.08891,PASS
S00554,L0027,T01,554,102.65484,-0.02769,93.826415,111.563036,-0.291326,-0.326537,50.256487,2.340977,2.039408,0.02493,PASS
S00364,L0018,T02,364,98.99717,0.08454,97.012392,112.08023,-0.537887,0.128322,51.223061,3.208193,1.992397,0.051573,FAIL
S00597,L0029,T01,597,98.188048,0.025416,96.698506,106.819827,-0.261028,-0.062783,49.963824,1.776117,2.96106,0.024894,PASS
S00188,L0009,T01,188,98.722262,0.03571,97.585876,109.691767,0.115398,0.417168,48.884968,2.317209,1.431638,0.0176,PASS
S00753,L0037,T02,753,102.171819,-0.078124,89.041304,110.784497,-0.921101,0.521463,53.524395,4.173502,1.22113,0.078188,FAIL
S00436,L0021,T01,436,97.585298,-0.110834,95.330496,110.039195,0.129308,-0.597484,50.665962,3.737468,1.522586,0.063337,FAIL
S00732,L0036,T03,732,104.811911,0.028191,92.15487,109.951022,0.725013,0.398494,53.995074,2.69768,1.492675,0.025429,FAIL
S00421,L0021,T01,421,100.135372,-0.032514,90.230324,106.399457,-0.41082,-0.732033,52.227406,2.910104,3.360349,0.081084,PASS
S00126,L0006,T01,126,105.256006,0.067388,94.486691,112.327988,-0.097358,0.411204,51.416025,3.010755,2.484748,0.056321,PASS
S00629,L0031,T03,629,100.163742,0.023634,463.432285,108.395442,-0.408886,,51.623033,1.90179,1.420949,0.012106,PASS
S00740,L0037,T02,740,,0.127164,93.765294,104.988466,-0.281045,-0.556739,48.871841,4.258706,6.699717,0.650828,FAIL
S00273,L0013,T01,273,93.435083,0.017122,95.027157,109.997422,-0.195534,-0.638616,49.086189,1.845541,1.827025,0.014356,PASS
S00705,L0035,T01,705,97.397357,-0.025012,93.951217,109.119662,0.890179,0.400905,50.828853,2.330136,1.446946,0.01795,PASS
S00704,L0035,T01,704,98.112432,-0.028073,99.84266,110.044619,-0.148467,0.924852,50.573895,2.866087,1.161706,0.024685,PASS
S00653,L0032,T01,653,100.548591,0.06198,83.86053,111.879179,0.436284,0.364259,49.108035,3.119693,2.063291,0.04962,PASS
S00527,L0026,T01,527,100.516343,0.039633,95.583444,112.299744,-0.288949,0.132306,50.399064,2.31621,2.158863,0.026007,PASS
S00287,L0014,T03,287,104.798819,-0.148062,98.875194,109.410754,-0.146894,0.777416,52.567183,5.023631,1.489989,0.174475,FAIL
S00050,L0002,T01,50,104.130043,-0.02752,98.919228,107.261565,-0.718629,-0.235886,51.382695,2.363834,2.782813,0.037797,PASS
S00713,L0035,T01,713,103.75651,-0.090705,89.330957,110.935356,0.956231,0.349513,52.563521,4.654855,1.377165,0.124751,FAIL
S00456,L0022,T02,456,98.44515,-0.045075,99.569946,109.195891,0.859893,,50.750934,3.690549,1.522071,0.060861,FAIL
S00351,L0017,T01,351,101.368537,-0.064891,97.985287,113.255492,-0.010738,-0.982279,51.750512,3.285684,3.13418,0.098493,FAIL
S00682,L0034,T01,682,95.632906,-0.054139,93.321566,109.045283,0.295842,0.374834,48.23064,2.399226,1.626197,0.021015,PASS
S00454,L0022,T02,454,103.408466,0.085714,93.345991,107.010595,-0.126173,0.559078,51.929025,3.494989,3.245362,0.122974,FAIL
S00709,L0035,T01,709,102.244233,-0.036595,97.705714,109.734681,0.602517,-0.827114,51.453393,2.910288,1.141371,0.025382,PASS
S00799,L0039,T01,799,96.707891,0.014285,103.033141,113.662267,-0.587202,-0.932067,51.15332,2.588875,4.181733,0.094058,PASS
S00792,L0039,T01,792,102.201567,0.101792,88.279074,111.238019,-0.380594,0.801873,52.449411,4.311099,1.757696,0.114227,PASS
S00094,L0004,T01,94,109.592949,0.016846,99.84701,112.179021,-0.561798,0.299796,53.161049,2.376719,2.522423,0.033291,FAIL
S00522,L0026,T01,522,101.95178,0.110647,90.934949,106.178521,-0.857127,0.611014,53.523445,4.202303,4.05007,0.292062,FAIL
S00549,L0027,T01,549,102.255267,0.012026,92.159307,108.478681,-0.076408,-0.27427,51.725935,2.230954,1.994292,0.02209,PASS
S00678,L0033,T01,678,102.598394,-0.084676,99.498743,107.357408,-0.701278,-0.509697,49.977798,3.788713,2.507793,0.108527,FAIL
S00095,L0004,T02,95,99.406175,0.151243,92.559794,110.156781,-0.415756,-0.423564,51.377246,4.254275,1.095465,0.078446,FAIL
S00022,L0001,T01,22,98.047249,-0.094935,106.407331,109.048817,-0.116161,0.353212,47.142098,3.866615,1.390676,0.065978,FAIL
S00783,L0039,T02,783,95.143222,-0.096853,97.867727,110.413673,-0.075258,-0.939679,50.801038,3.565888,1.352912,0.050135,FAIL
S00296,L0014,T02,296,102.601888,0.095943,102.88332,109.250124,-0.799791,0.370159,51.249489,4.110229,1.374424,0.080183,FAIL
S00132,L0006,T02,132,92.03044,-0.024511,96.618352,108.412604,-0.748604,-0.377434,48.395676,2.57882,2.107264,0.031828,PASS
S00099,L0004,T01,99,100.033819,0.031565,93.930163,113.22352,-0.908323,-0.486552,51.041416,2.678119,3.214658,0.061999,PASS
S00775,L0038,T01,775,104.521159,0.070302,90.797466,109.339226,-0.868311,0.285172,53.330653,3.384774,1.444468,0.045035,FAIL
S00416,L0020,T01,416,100.187245,-0.009028,94.74736,109.255417,0.086284,-0.834808,51.300435,2.470652,1.212383,0.017905,PASS
S00080,L0004,T02,80,97.384528,-0.063247,97.676578,110.579029,-0.850018,0.833358,50.147141,3.333435,1.622744,0.047318,FAIL
S00616,L0030,T03,616,100.576704,0.033425,95.386938,108.723022,0.78106,-0.175854,51.677185,2.643732,1.785984,0.028378,PASS
S00011,L0000,T02,11,103.64842,-0.136222,97.795892,109.228275,0.881005,0.89427,54.169404,5.007265,1.581961,0.1797,FAIL
S00468,L0023,T02,468,104.790636,0.029491,101.939972,110.658103,-0.823869,-0.156084,52.836611,2.50184,1.37842,0.02013,PASS
S00166,L0008,T02,166,101.048256,0.011572,92.189636,108.365667,-0.678304,-0.989421,52.997567,3.460224,1.849633,0.059329,FAIL
S00067,L0003,T01,67,96.744345,,95.947047,111.932604,-0.552059,-0.588613,50.17808,2.734573,1.630091,0.028268,PASS
S00565,L0028,T01,565,105.229506,-0.094714,97.00382,109.197463,0.037276,-0.365832,50.370772,4.035159,1.500445,0.080312,FAIL
S00708,L0035,T01,708,98.24327,0.036605,94.166326,109.46284,0.700831,-0.425949,49.775698,2.255614,1.407583,0.016451,PASS
S00721,L0036,T03,721,110.862691,-0.014912,91.977881,111.303211,0.565753,-0.184751,55.232742,2.493094,1.733361,0.024177,FAIL
S00171,L0008,T01,171,107.338844,-0.002553,97.742881,109.375238,0.633992,0.441279,52.306798,2.086097,1.647237,0.016119,PASS
S00294,L0014,T03,294,100.218409,0.027019,86.107482,109.936722,0.348908,-0.499673,52.775977,2.423285,1.286922,0.017876,PASS
S00686,L0034,T02,686,105.873143,0.018277,93.804376,113.062424,-0.620142,0.711142,53.247773,2.99123,3.345146,0.086033,FAIL
S00457,L0022,T03,457,93.964962,0.05801,95.303026,108.786658,-0.271697,-0.443538,47.821656,2.631412,1.552163,0.02477,PASS
S00674,L0033,T01,674,98.29808,-0.200891,89.137185,112.065853,0.90884,-0.424265,50.233082,5.878055,2.037142,0.381232,FAIL
S00320,L0016,T02,320,102.31782,0.124543,96.771621,110.520087,0.290514,-0.390294,49.631785,4.221589,1.180904,0.079726,FAIL
S00714,L0035,T02,714,97.859725,0.034885,96.90004,112.307796,-0.700662,-0.806277,50.896124,3.106593,2.569192,0.063804,PASS
S00016,L0000,T03,16,104.005902,-0.019956,102.511698,109.587411,-0.089113,-0.617144,52.426836,2.373546,1.353934,0.017738,PASS
S00553,L0027,T01,553,98.955249,-0.08791,104.511315,113.672279,0.46266,0.557226,50.891949,4.361679,4.238196,0.34559,FAIL
S00375,L0018,T03,375,89.942211,-0.01575,96.089876,107.826805,0.289868,-0.96396,48.612377,2.724881,2.463184,0.043611,PASS
S00300,L0015,T03,300,,0.026297,92.127568,113.215362,0.859813,-0.023469,50.885855,2.870894,3.289384,0.075716,PASS
S00101,L0005,T01,101,93.547342,-0.011608,88.769399,,0.762015,-0.951409,49.844407,2.423118,2.246327,0.029924,PASS
S00601,L0030,T02,601,103.295938,0.112638,92.925879,108.788718,0.32671,0.719723,52.484267,4.07992,1.758465,0.09484,FAIL
S00422,L0021,T01,422,97.601754,-0.034302,96.773646,109.902229,-0.835309,-0.169561,49.91072,2.609819,1.220459,0.020334,PASS
S00737,L0036,T01,737,90.941334,0.130497,99.69418,109.214349,-0.706043,-0.929392,47.714321,5.19757,1.278098,0.180312,FAIL
S00635,L0031,T01,635,98.368863,0.011788,90.453433,111.175152,0.380443,-0.974905,50.800423,2.315401,1.555576,0.018788,PASS
S00334,L0016,T01,334,91.746388,0.044629,103.671787,108.574307,0.554747,-0.927893,47.031647,3.642727,1.94313,0.072573,FAIL
S00329,L0016,T02,329,89.096021,-0.188411,89.183535,106.0493,0.615388,-0.918667,51.199336,6.150273,4.646336,0.767764,FAIL
S00392,L0019,T01,392,103.830616,0.012684,96.609705,107.20878,0.758857,-0.344248,52.605129,2.612464,2.713216,0.045152,PASS
S00680,L0034,T01,680,99.113549,-0.149336,87.742268,,-0.84791,,51.282559,5.074964,1.246162,0.162174,FAIL
S00255,L0012,T01,255,101.039498,0.033932,95.036675,109.528401,-0.892093,0.835576,51.772321,3.30464,1.421627,0.04153,FAIL
S00583,L0029,T02,583,102.861569,0.009446,95.99768,108.298739,0.081609,-0.199623,50.934321,1.957491,2.001077,0.017418,PASS
S00278,L0013,T01,278,91.270003,0.058511,93.692555,109.441972,-0.256227,0.005367,47.73044,2.534836,1.639342,0.023846,PASS
S00124,L0006,T01,124,108.059082,0.024933,93.460256,108.760436,-0.597309,0.236661,52.968129,2.358433,1.836163,0.022698,PASS
S00461,L0023,T01,461,95.957352,-0.011045,100.496049,112.727353,-0.475258,-0.645496,49.140564,2.141434,3.133917,0.037541,PASS
S00009,L0000,T01,9,104.23088,0.010353,95.314134,110.374918,-0.396007,-0.627389,51.341373,1.807666,1.292161,0.01038,PASS
S00794,L0039,T01,794,103.110519,-0.058937,92.5792,107.331932,0.835277,0.813106,52.949871,3.678366,2.448272,0.096396,FAIL
S00602,L0030,T03,602,108.086154,-0.033396,94.102261,111.604821,0.254041,0.185505,53.200259,1.552804,1.96595,0.011936,FAIL
S00525,L0026,T02,525,99.372107,0.111167,101.330136,110.06328,-0.804626,-0.838046,51.524989,4.886833,1.138391,0.133457,FAIL
S00002,L0000,T02,2,103.318492,-0.0103,97.73735,113.77108,0.094087,-0.471702,53.159289,1.774664,4.15493,0.04686,FAIL
S00405,L0020,T02,405,100.912882,-0.079598,93.289131,113.517183,0.159386,0.962914,52.505842,3.612218,3.983387,0.189519,FAIL
S00590,L0029,T01,590,99.838004,0.09121,95.63723,111.010753,-0.592122,-0.279127,51.287886,3.369277,1.202182,0.039111,FAIL
S00197,L0009,T02,197,101.293015,0.018884,94.552378,108.544489,-0.955766,0.23359,50.998716,2.308305,1.782748,0.021103,PASS
S00292,L0014,T01,292,100.278766,-0.047858,93.041089,112.349272,-0.624209,0.803601,51.575159,3.344257,2.51119,0.075577,FAIL
S00649,L0032,T02,649,107.433951,-0.065466,87.619481,107.376961,0.998383,0.43134,56.105846,4.085232,2.890883,0.164063,FAIL
S00358,L0017,T01,358,96.297555,-0.104123,97.172948,113.702185,0.2894,-0.897925,49.881172,4.58148,3.863931,0.343777,FAIL
S00315,L0015,T01,315,92.655119,-0.08564,90.120407,112.187246,0.431987,0.390962,48.095411,3.42362,2.439669,0.07785,FAIL
S00298,L0014,T02,298,100.555374,-0.192639,87.244178,106.393968,0.542148,-0.875847,54.837583,5.967594,3.590089,0.61073,FAIL
S00082,L0004,T01,82,102.776708,0.024968,92.152808,109.978543,-0.074347,0.592294,52.04931,2.614023,1.293676,0.02123,PASS
S00305,L0015,T01,305,112.986085,0.142661,96.477552,109.195924,-0.064597,,54.072074,4.029277,1.85009,0.095255,FAIL
S00430,L0021,T01,430,95.824871,-0.009213,106.496653,108.938904,0.327812,-0.782153,48.101653,1.81949,1.672455,0.012899,PASS
S00239,L0011,T01,239,100.311271,-0.092955,89.649073,111.666763,0.7409,-0.661333,50.821447,3.961119,1.354662,0.070115,FAIL
S00135,L0006,T01,135,97.835217,0.044248,101.60404,111.796513,-0.469177,0.265584,49.882778,2.481566,1.982721,0.027356,PASS
S00040,L0002,T03,40,111.271393,-0.0056,97.398404,111.494347,-0.256771,-0.809865,55.066074,2.019581,1.884201,0.017275,FAIL
S00256,L0012,T02,256,100.347848,-0.084719,89.169203,106.884755,0.340998,-0.478229,54.217002,3.619145,3.152758,0.129684,FAIL
S00482,L0024,T01,482,103.932965,0.097216,93.370266,109.130219,-0.688478,-0.47128,52.605394,4.333185,1.578147,0.106486,FAIL
S00316,L0015,T03,316,104.821626,-0.021495,95.423512,107.431027,-0.865708,0.317255,55.078308,2.343346,3.023182,0.042159,PASS
S00257,L0012,T02,257,99.208001,-0.059762,101.351003,110.089262,0.087527,0.944037,50.455911,3.262638,1.376705,0.039112,FAIL
S00007,L0000,T02,7,104.391238,-0.121993,88.513896,109.242605,-0.028836,0.960302,53.634432,4.777779,1.604016,0.152802,FAIL
S00754,L0037,T01,754,102.7785,-0.057048,98.198738,109.916386,0.179661,-0.34992,51.216728,3.050206,1.396136,0.555468,PASS
S00637,L0031,T01,637,106.275202,0.03655,90.194334,109.584406,-0.475171,0.313452,50.05044,2.859606,1.382053,0.027619,PASS
S00391,L0019,T01,391,93.359053,-0.086028,98.395735,105.274081,0.310388,0.239089,46.765749,3.250117,5.866008,0.32222,FAIL
S00645,L0032,T03,645,101.790472,0.131344,96.216924,108.601188,-0.254104,0.137932,50.977204,3.885012,1.56868,0.073392,FAIL
S00306,L0015,T01,306,107.881692,0.037079,94.758429,107.617036,0.294037,-0.339568,52.661214,2.130997,2.537706,0.027084,PASS
S00478,L0023,T02,478,99.194579,0.10328,97.295579,111.211711,-0.48851,-0.168024,49.95625,3.725431,1.722773,0.069488,FAIL
S00403,L0020,T02,403,108.258596,,92.775372,111.348533,0.818537,0.43339,54.723965,3.616884,1.892452,0.069206,FAIL
S00303,L0015,T01,303,103.07529,-0.024401,99.846733,111.404768,-0.738809,0.970588,52.730025,3.324537,1.406898,0.041922,FAIL
S00145,L0007,T03,145,95.601204,-0.089682,93.989692,111.176808,0.092193,0.734816,47.38549,3.867858,1.739359,0.078908,FAIL
S00458,L0022,T01,458,96.120536,0.055546,93.442533,110.039338,0.896067,-0.109522,49.219577,3.506238,1.328872,0.047043,FAIL
S00621,L0031,T01,621,100.863747,0.022776,95.971416,111.484696,-0.261835,-0.510727,50.890415,2.06434,1.862258,0.017761,PASS
S00791,L0039,T01,791,102.469931,0.040743,91.195556,112.200348,-0.126281,0.873667,50.64462,2.77831,2.528405,0.04725,PASS
S00545,L0027,T01,545,96.322176,,93.206624,109.783373,0.037006,0.854467,49.048067,4.022389,1.37322,0.074497,FAIL
S00561,L0028,T01,561,104.690785,-0.060548,91.722832,108.409889,0.320851,0.478135,52.037202,3.426028,1.645831,0.05184,FAIL
S00371,L0018,T02,371,100.595072,-0.022383,97.798839,111.392018,0.258379,0.176998,50.404902,2.232299,1.876654,0.02076,PASS
